Account_number,PORTFOLIO,SSN,Phone No. ,City,State,Account Open Date,Loan_amount,Origination_fico_score,Current_fico_score,Current_outstanding
38696367,PERSONAL LOAN,074-02-7998,603-359-5657,Acworth,NH,2020-03-08,187140,891,936,54270.6
38696368,CREDIT CARD,626-85-6591,219-528-7229,Ridgeville,IN,2020-10-06,29892,769,794,5081.64
38696369,MORTGAGE,026-92-3481,479-239-2890,Plumerville,AR,2019-08-15,382331,804,815,152932.4
38696370,CREDIT CARD,123-98-6462,701-289-4952,Cogswell,ND,2020-06-18,45203,803,844,5424.36
38696371,PERSONAL LOAN,031-92-7111,212-698-0672,Port Jefferson,NY,2021-04-06,107298,713,742,27897.48
38696372,MORTGAGE,426-99-2247,212-776-0323,West Sand Lake,NY,2021-07-19,717957,667,664,165130.11000000002
38696373,CREDIT CARD,059-02-7166,605-316-8603,Leola,SD,2020-03-09,30528,741,736,10684.8
38696374,MORTGAGE,391-33-4688,304-220-8541,Kilsyth,WV,2018-02-08,977400,861,910,371412.0
38696375,MORTGAGE,139-23-6583,240-738-7902,Ridgely,MD,2021-08-24,448325,772,763,17933.0
38696376,CREDIT CARD,088-02-6452,240-643-8091,Suitland,MD,2018-02-13,59051,673,675,18305.81
38696377,MORTGAGE,717-18-5610,208-724-5565,Worley,ID,2021-08-05,393230,684,729,121901.3
38696378,MORTGAGE,215-91-6036,239-407-5733,Orlando,FL,2018-05-06,911809,691,729,100298.99
38696379,MORTGAGE,331-11-6967,802-399-9369,Florence,VT,2018-06-04,645918,699,736,213152.94
38696380,MORTGAGE,381-37-4173,210-560-1513,El Paso,TX,2020-12-21,543505,826,876,190226.75
38696381,PERSONAL LOAN,535-71-3502,304-400-2876,Charleston,WV,2018-02-11,112427,691,741,1124.27
38696382,CREDIT CARD,009-94-2738,212-993-3753,Bemus Point,NY,2020-02-19,87205,787,788,26161.5
38696383,MORTGAGE,576-99-8344,216-530-0425,Charm,OH,2020-04-28,878681,686,724,114228.53
38696384,CREDIT CARD,427-99-6155,228-283-4063,Starkville,MS,2018-09-09,60877,782,778,15219.25
38696385,CREDIT CARD,015-94-7566,316-305-2138,Sedgwick,KS,2020-07-28,66606,893,937,7326.66
38696386,MORTGAGE,453-99-5305,215-646-2328,Cowansville,PA,2020-02-07,590820,834,853,153613.2
38696387,CREDIT CARD,193-86-5332,231-505-8919,Cloverdale,MI,2019-08-15,91851,703,693,6429.570000000001
38696388,CREDIT CARD,771-02-3929,262-590-1719,Mondovi,WI,2020-11-10,72612,794,809,20331.36
38696389,CREDIT CARD,091-02-1559,270-925-7453,Uniontown,KY,2018-01-06,30064,899,945,11424.32
38696390,PERSONAL LOAN,213-91-7533,215-759-3684,Mackeyville,PA,2019-09-19,163218,683,694,16321.800000000001
38696391,PERSONAL LOAN,059-02-2073,319-222-5206,Postville,IA,2020-08-08,49959,874,869,2997.54
38696392,CREDIT CARD,261-99-4802,240-988-2956,Upper Marlboro,MD,2018-08-23,69236,821,844,11077.76
38696393,MORTGAGE,657-36-1265,209-971-5423,Long Beach,CA,2018-09-04,817651,814,864,212589.26
38696394,PERSONAL LOAN,492-29-1497,240-449-2548,Drayden,MD,2018-10-02,172426,846,865,58624.840000000004
38696395,CREDIT CARD,371-37-7244,215-607-2135,Mc Keesport,PA,2020-08-28,86832,782,818,39942.72
38696396,CREDIT CARD,762-12-6866,216-306-8753,Salesville,OH,2020-11-20,50899,791,837,22395.56
38696397,MORTGAGE,515-31-9501,210-480-5149,Summerfield,TX,2019-12-22,332194,856,895,79726.56
38696398,CREDIT CARD,479-41-2552,231-759-6146,Cement City,MI,2018-01-23,25577,733,779,9975.03
38696399,MORTGAGE,649-56-9055,212-407-5057,Sackets Harbor,NY,2021-04-09,831265,783,810,91439.15
38696400,PERSONAL LOAN,109-98-3994,308-299-2585,Humboldt,NE,2018-04-26,30966,691,699,6193.200000000001
38696401,CREDIT CARD,458-99-1118,215-914-8232,Plumville,PA,2019-10-16,82824,744,737,24018.96
38696402,MORTGAGE,378-37-4337,217-355-4206,Kempton,IL,2018-01-23,648262,799,839,116687.15999999999
38696403,PERSONAL LOAN,482-41-0245,218-496-1826,Minneapolis,MN,2018-10-18,160415,810,810,51332.8
38696404,CREDIT CARD,671-48-0838,217-547-0429,Rossville,IL,2019-08-24,60709,711,703,16998.52
38696405,MORTGAGE,199-84-7993,201-458-8774,Toms River,NJ,2018-04-23,714771,776,787,243022.14
38696406,PERSONAL LOAN,656-36-3770,239-532-8953,Newberry,FL,2021-08-05,60335,784,800,7843.55
38696407,MORTGAGE,274-17-3082,303-673-2792,Denver,CO,2019-07-24,984863,822,826,315156.16000000003
38696408,CREDIT CARD,102-02-7831,212-756-0761,Syracuse,NY,2020-10-19,53378,660,689,17080.96
38696409,CREDIT CARD,651-62-4040,201-924-3377,Quinton,NJ,2021-02-20,63652,813,841,5092.16
38696410,CREDIT CARD,530-99-6051,217-606-5114,Highwood,IL,2021-08-24,74391,816,856,11902.56
38696411,MORTGAGE,516-49-4370,219-262-0808,Blanford,IN,2021-08-24,756036,767,773,173888.28
38696412,MORTGAGE,481-41-6193,803-556-4558,Borden,SC,2019-04-26,443521,702,738,8870.42
38696413,PERSONAL LOAN,167-86-0200,303-949-1143,Denver,CO,2019-04-28,157140,679,669,65998.8
38696414,MORTGAGE,223-99-9663,210-720-9916,Dallas,TX,2020-01-07,935966,755,777,177833.54
38696415,CREDIT CARD,243-99-0442,205-512-1223,Parrish,AL,2019-02-17,89834,848,861,27848.54
38696416,MORTGAGE,001-11-2918,262-501-5297,Edgerton,WI,2021-08-24,553392,777,818,237958.56
38696417,MORTGAGE,559-99-9446,239-492-3672,Hialeah,FL,2021-08-24,829969,862,905,132795.04
38696418,MORTGAGE,230-99-1368,229-341-3086,Morven,GA,2019-11-13,520021,869,908,10400.42
38696419,MORTGAGE,087-02-2161,319-696-1891,Elkport,IA,2019-06-14,489444,688,687,166410.96000000002
38696420,MORTGAGE,503-45-5785,262-872-8953,Randolph,WI,2020-03-14,457318,778,803,137195.4
38696421,CREDIT CARD,324-11-1785,405-542-5066,Grant,OK,2020-08-01,90104,885,922,41447.840000000004
38696422,MORTGAGE,536-71-1210,339-763-6849,Acton,MA,2019-04-17,734044,741,738,352341.12
38696423,CREDIT CARD,757-12-9923,239-414-3162,Nichols,FL,2021-01-23,79315,670,668,0.0
38696424,MORTGAGE,696-16-8354,202-873-4005,Washington,DC,2020-06-03,657401,868,883,138054.21
38696425,PERSONAL LOAN,657-36-9250,605-909-1927,Cherry Creek,SD,2021-01-22,118041,811,801,35412.299999999996
38696426,PERSONAL LOAN,649-56-7513,480-402-5933,Scottsdale,AZ,2018-11-22,196967,715,722,64999.11
38696427,PERSONAL LOAN,711-18-8656,205-289-7888,Mobile,AL,2020-09-05,196265,677,721,64767.450000000004
38696428,MORTGAGE,680-31-4966,605-336-1428,Nemo,SD,2018-06-12,120147,660,683,33641.16
38696429,CREDIT CARD,193-86-0912,319-629-3357,Eldora,IA,2021-07-19,31859,854,880,13062.189999999999
38696430,MORTGAGE,328-11-1885,215-301-7563,Wernersville,PA,2020-08-04,700696,674,694,231229.68000000002
38696431,CREDIT CARD,063-02-2817,216-270-1422,Kingsville,OH,2019-09-03,49480,707,747,6432.400000000001
38696432,CREDIT CARD,438-99-5742,202-514-4698,Washington,DC,2020-09-21,78572,856,891,11000.080000000002
38696433,MORTGAGE,271-17-7866,231-765-0957,Palmer,MI,2019-05-10,178354,786,778,65990.98
38696434,PERSONAL LOAN,329-11-4213,216-828-1468,Oberlin,OH,2018-06-25,33569,805,823,4699.660000000001
38696435,CREDIT CARD,480-41-1395,217-431-1614,Oakley,IL,2021-08-24,68605,736,748,2058.15
38696436,CREDIT CARD,588-09-1586,218-988-9792,Mankato,MN,2019-05-05,38804,662,657,1552.16
38696437,MORTGAGE,425-99-8244,405-701-8828,Roland,OK,2020-08-01,556032,753,744,239093.76
38696438,MORTGAGE,191-86-7665,216-776-9872,Short Creek,OH,2018-01-23,591343,774,800,277931.20999999996
38696439,CREDIT CARD,658-36-2911,229-871-8815,Sumner,GA,2019-04-23,33505,679,675,14407.15
38696440,MORTGAGE,116-98-9181,314-864-5188,Rockaway Beach,MO,2019-05-05,573851,705,731,0.0
38696441,PERSONAL LOAN,628-31-2207,479-950-3573,Bexar,AR,2018-05-27,46129,679,674,2767.74
38696442,MORTGAGE,444-27-3694,240-962-7503,Silver Spring,MD,2019-05-25,944909,882,896,472454.5
38696443,MORTGAGE,148-23-0416,207-713-5878,Wells,ME,2020-12-17,892466,752,764,321287.76
38696444,MORTGAGE,164-86-5996,217-770-1862,Kampsville,IL,2021-06-26,787210,864,888,283395.6
38696445,CREDIT CARD,546-99-6947,215-548-4292,New Germantown,PA,2018-04-13,71612,838,834,10741.8
38696446,MORTGAGE,365-39-7028,808-728-1588,Laupahoehoe,HI,2018-03-27,663339,734,741,92867.46
38696447,CREDIT CARD,065-02-6494,406-507-8154,Three Forks,MT,2019-11-23,53955,717,720,13488.75
38696448,CREDIT CARD,239-99-5277,208-463-3289,Atomic City,ID,2020-07-18,52412,812,827,20964.800000000003
38696449,MORTGAGE,302-15-1688,209-556-2588,Richmond,CA,2021-04-13,212683,728,728,23395.13
38696450,MORTGAGE,264-99-0683,252-442-1852,Hamlet,NC,2021-08-24,645005,715,756,38700.299999999996
38696451,PERSONAL LOAN,095-02-8258,215-925-3495,East Stroudsburg,PA,2018-02-09,194606,757,779,97303.0
38696452,MORTGAGE,493-29-1051,209-922-5446,Galt,CA,2020-07-15,700125,658,702,147026.25
38696453,MORTGAGE,455-99-2685,239-360-2561,Old Town,FL,2018-07-25,924850,776,804,314449.0
38696454,MORTGAGE,703-18-0951,210-797-0523,El Paso,TX,2021-02-27,810034,653,688,356414.96
38696455,CREDIT CARD,750-20-2355,339-268-2252,Cummington,MA,2020-02-17,37002,824,822,10360.560000000001
38696456,CREDIT CARD,192-86-3127,303-753-6811,Fort Garland,CO,2020-03-19,86999,778,787,37409.57
38696457,PERSONAL LOAN,511-33-8223,405-472-0814,Tulsa,OK,2019-09-26,90988,897,938,1819.76
38696458,MORTGAGE,223-99-2406,303-623-7105,Brighton,CO,2020-10-25,753790,710,734,248750.7
38696459,MORTGAGE,302-15-9961,236-672-6652,Sumerduck,VA,2021-03-09,442375,787,784,44237.5
38696460,PERSONAL LOAN,014-94-2099,252-883-9554,Moravian Falls,NC,2021-02-21,96716,893,909,0.0
38696461,CREDIT CARD,424-65-3620,210-464-3829,San Antonio,TX,2018-03-17,92525,895,888,32383.749999999996
38696462,MORTGAGE,673-48-2907,236-444-1252,Richmond,VA,2020-09-21,300592,791,799,141278.24
38696463,MORTGAGE,205-84-1784,210-539-8137,Commerce,TX,2019-03-23,827360,744,769,306123.2
38696464,CREDIT CARD,494-29-4335,270-735-8625,Brooks,KY,2019-04-17,54452,684,699,25047.920000000002
38696465,PERSONAL LOAN,599-92-6225,314-910-0459,Waynesville,MO,2019-01-10,66563,761,758,7321.93
38696466,CREDIT CARD,361-08-8590,212-267-3264,Jamaica,NY,2021-02-08,25174,872,914,5286.54
38696467,MORTGAGE,398-31-3064,262-200-9334,Big Bend,WI,2021-08-24,176126,865,861,47554.020000000004
38696468,MORTGAGE,553-99-6992,202-984-6910,Washington,DC,2021-06-09,685981,778,779,41158.86
38696469,MORTGAGE,361-08-0419,239-587-5961,Bradenton,FL,2018-11-02,879558,830,860,114342.54000000001
38696470,PERSONAL LOAN,130-98-8876,208-612-6464,Wayan,ID,2019-03-06,59110,771,817,591.1
38696471,MORTGAGE,166-86-8569,319-459-9189,Harvey,IA,2018-08-14,879637,893,936,307872.94999999995
38696472,MORTGAGE,509-33-3003,209-713-8980,Grover Beach,CA,2018-07-08,182033,685,705,49148.91
38696473,MORTGAGE,265-99-2610,216-261-0531,Bergholz,OH,2019-06-09,772413,756,777,270344.55
38696474,MORTGAGE,336-11-1463,216-729-6671,Thurman,OH,2021-05-18,467054,872,900,144786.74
38696475,MORTGAGE,367-39-7604,209-645-9148,Orangevale,CA,2019-12-13,388965,748,751,11668.949999999999
38696476,MORTGAGE,558-99-6083,236-234-1905,Ashburn,VA,2020-09-11,314555,857,864,28309.95
38696477,CREDIT CARD,541-83-6243,303-923-6864,Sanford,CO,2018-12-21,82873,715,740,11602.220000000001
38696478,CREDIT CARD,065-02-7333,212-387-2207,Alder Creek,NY,2020-10-27,92715,796,793,36158.85
38696479,PERSONAL LOAN,427-99-9000,239-312-3155,Fort Pierce,FL,2020-11-04,35006,783,777,5250.9
38696480,MORTGAGE,010-94-5731,210-780-5255,Gail,TX,2021-08-24,905504,755,748,353146.56
38696481,CREDIT CARD,360-08-6791,314-988-0156,Hartshorn,MO,2021-08-24,78372,710,747,10972.080000000002
38696482,MORTGAGE,191-86-5749,236-686-3890,New River,VA,2018-09-20,578541,754,792,277699.68
38696483,MORTGAGE,590-99-6123,219-937-7656,Indianapolis,IN,2019-05-15,735351,671,669,235312.32
38696484,PERSONAL LOAN,342-11-2224,385-532-7896,Gunnison,UT,2018-10-09,84915,650,693,35664.299999999996
38696485,CREDIT CARD,102-02-6758,907-851-6449,Anchorage,AK,2021-07-23,39479,791,812,1579.16
38696486,CREDIT CARD,323-11-9255,219-630-8595,Indianapolis,IN,2021-03-03,41819,735,767,1254.57
38696487,CREDIT CARD,417-67-1867,304-363-2670,Lockbridge,WV,2018-12-24,50303,700,733,13581.810000000001
38696488,CREDIT CARD,641-29-1621,215-542-6156,Valier,PA,2018-01-06,67866,680,676,22395.780000000002
38696489,PERSONAL LOAN,592-99-0682,236-290-7717,Lancaster,VA,2020-03-01,117674,726,732,40009.16
38696490,MORTGAGE,348-08-8676,215-312-1734,Philadelphia,PA,2021-08-24,107696,737,758,53848.0
38696491,CREDIT CARD,293-15-3658,207-769-5326,Livermore,ME,2021-07-19,45010,702,723,14403.2
38696492,MORTGAGE,621-85-0764,209-283-7893,Thornton,CA,2021-03-13,999566,829,862,159930.56
38696493,MORTGAGE,089-02-0129,216-259-3138,Sarahsville,OH,2018-07-21,129584,727,741,42762.72
38696494,CREDIT CARD,386-37-8119,316-341-3603,Agenda,KS,2021-07-22,34778,773,815,4868.92
38696495,CREDIT CARD,688-24-8456,304-687-7699,Terra Alta,WV,2021-08-12,82571,861,890,14037.070000000002
38696496,MORTGAGE,644-29-2275,209-369-9239,Anza,CA,2020-05-26,720007,823,862,165601.61000000002
38696497,CREDIT CARD,299-15-8696,208-502-9466,Lucile,ID,2018-04-12,76403,843,865,29797.170000000002
38696498,CREDIT CARD,086-02-9970,339-694-1586,Westfield,MA,2019-06-02,47111,684,701,21671.06
38696499,MORTGAGE,615-87-7749,308-723-7798,Lincoln,NE,2021-08-24,120553,803,831,45810.14
38696500,CREDIT CARD,195-86-9556,217-839-8829,Chebanse,IL,2021-04-25,61718,780,808,30859.0
38696501,MORTGAGE,386-37-7017,208-889-5962,Eastport,ID,2018-08-11,858033,816,830,265990.23
38696502,MORTGAGE,103-02-9900,239-871-5565,Steinhatchee,FL,2018-06-24,774279,806,829,139370.22
38696503,PERSONAL LOAN,682-24-2559,270-809-6130,Hamlin,KY,2018-08-10,58893,675,711,12956.460000000001
38696504,PERSONAL LOAN,156-23-1795,209-654-7795,Madera,CA,2019-09-09,107598,682,721,12911.76
38696505,CREDIT CARD,697-16-7749,212-313-4382,Ellisburg,NY,2018-06-12,27525,671,707,1101.0
38696506,CREDIT CARD,591-99-1859,215-597-7924,Beallsville,PA,2021-05-02,33565,712,744,11747.75
38696507,PERSONAL LOAN,036-74-8435,316-201-5702,Lost Springs,KS,2021-06-16,151159,715,737,28720.21
38696508,MORTGAGE,532-71-8953,209-903-9768,Orange,CA,2019-11-01,972488,818,842,223672.24000000002
38696509,CREDIT CARD,525-99-0588,319-993-8983,Buffalo Center,IA,2018-09-10,44058,681,683,14539.140000000001
38696510,PERSONAL LOAN,457-99-3077,215-322-3546,Cassville,PA,2018-02-23,154328,692,722,46298.4
38696511,MORTGAGE,186-86-0463,802-980-2024,Essex Junction,VT,2021-02-21,721735,660,680,28869.4
38696512,MORTGAGE,448-27-6780,209-298-0884,Plymouth,CA,2021-08-24,435823,869,879,17432.920000000002
38696513,MORTGAGE,369-39-7255,252-674-6526,Winston Salem,NC,2021-08-24,451215,798,798,148900.95
38696514,CREDIT CARD,378-37-9067,239-322-9812,Tampa,FL,2018-06-17,93739,660,686,33746.04
38696515,MORTGAGE,435-99-8255,252-955-3101,Greensboro,NC,2018-04-21,770846,709,724,308338.4
38696516,MORTGAGE,435-99-1805,217-278-9772,Winnetka,IL,2020-12-17,876108,864,878,35044.32
38696517,MORTGAGE,405-73-6506,225-824-6266,New Orleans,LA,2020-12-13,420266,893,891,172309.06
38696518,CREDIT CARD,545-99-8624,209-898-6607,Palo Alto,CA,2019-02-05,27410,661,667,13705.0
38696519,CREDIT CARD,159-86-0959,423-355-9443,Luttrell,TN,2021-08-24,29442,833,833,9127.02
38696520,MORTGAGE,144-23-6335,405-606-7568,Poteau,OK,2021-08-05,260583,767,801,31269.96
38696521,MORTGAGE,530-99-9126,218-739-9961,Hibbing,MN,2018-05-06,479641,732,765,196652.81
38696522,MORTGAGE,636-31-8823,270-774-6313,Frankfort,KY,2021-08-24,909605,739,785,363842.0
38696523,CREDIT CARD,301-15-2248,316-638-4057,Rose Hill,KS,2020-05-09,62686,685,735,24447.54
38696524,PERSONAL LOAN,620-85-3463,231-969-7904,Rose City,MI,2019-02-07,163567,654,647,53977.11
38696525,PERSONAL LOAN,304-37-2935,225-537-1871,Baton Rouge,LA,2021-02-17,177636,776,770,49738.08
38696526,MORTGAGE,604-87-0021,219-601-3812,Evansville,IN,2020-11-15,405863,830,839,32469.04
38696527,MORTGAGE,390-33-5333,225-686-2451,Sondheimer,LA,2021-02-02,418536,752,789,121375.43999999999
38696528,MORTGAGE,518-89-2060,215-580-6912,Leck Kill,PA,2018-03-05,428863,853,866,192988.35
38696529,CREDIT CARD,517-49-7779,239-661-8751,Saint Petersburg,FL,2020-04-22,38271,900,918,2296.2599999999998
38696530,MORTGAGE,644-29-0853,215-555-6487,Pittsburgh,PA,2021-08-24,416995,848,859,112588.65000000001
38696531,MORTGAGE,772-02-7953,252-905-2633,Granite Falls,NC,2018-01-04,387544,652,642,104636.88
38696532,CREDIT CARD,642-29-1780,239-376-3226,Clearwater Beach,FL,2019-05-25,36706,727,722,12480.04
38696533,CREDIT CARD,118-98-0539,210-282-9861,Saragosa,TX,2018-11-15,93762,880,889,5625.719999999999
38696534,MORTGAGE,477-55-3240,218-836-4222,Champlin,MN,2019-07-09,162118,861,900,42150.68
38696535,MORTGAGE,311-35-7377,205-427-5110,Burnt Corn,AL,2021-05-19,312915,725,743,75099.59999999999
38696536,CREDIT CARD,185-86-8056,209-622-7977,Santa Monica,CA,2019-01-26,95129,738,775,35197.73
38696537,CREDIT CARD,041-15-0126,303-794-6958,Paonia,CO,2019-12-16,55699,688,689,14481.74
38696538,MORTGAGE,066-02-7382,252-369-9398,Pope A F B,NC,2020-02-23,853542,734,748,76818.78
38696539,CREDIT CARD,289-15-5409,803-308-2890,Minturn,SC,2018-11-13,67014,743,768,17423.64
38696540,CREDIT CARD,459-99-7106,209-505-4800,O Neals,CA,2020-08-16,44323,714,729,22161.5
38696541,MORTGAGE,128-98-2482,229-715-4299,Gainesville,GA,2019-04-14,990168,866,892,198033.6
38696542,PERSONAL LOAN,398-31-6761,808-505-6900,Honolulu,HI,2021-08-24,62629,859,874,15657.25
38696543,PERSONAL LOAN,482-41-3380,218-730-1482,Tower,MN,2018-08-05,132186,728,754,6609.3
38696544,MORTGAGE,422-67-0926,210-638-9825,Big Sandy,TX,2020-02-12,587363,689,737,293681.5
38696545,CREDIT CARD,697-16-5581,205-890-8643,Gallant,AL,2019-05-03,88182,780,801,41445.54
38696546,CREDIT CARD,455-99-3138,217-719-4109,Lake Zurich,IL,2020-08-12,68083,869,863,15659.09
38696547,CREDIT CARD,021-94-7155,339-600-8892,Boston,MA,2021-05-21,60232,839,886,16262.640000000001
38696548,MORTGAGE,396-33-2295,203-458-1689,Weatogue,CT,2020-10-18,429193,703,712,47211.23
38696549,CREDIT CARD,233-57-4428,216-888-9247,Westville,OH,2019-11-28,26021,660,709,10408.400000000001
38696550,PERSONAL LOAN,225-99-1559,216-209-6317,Cincinnati,OH,2018-04-22,133769,780,776,17389.97
38696551,CREDIT CARD,338-11-2130,210-556-5778,Eustace,TX,2021-08-24,87968,782,781,14074.880000000001
38696552,MORTGAGE,602-87-9770,212-415-1771,Leeds,NY,2019-08-21,325057,856,870,61760.83
38696553,PERSONAL LOAN,693-16-6058,216-278-9551,Akron,OH,2021-08-24,78242,774,786,18778.079999999998
38696554,PERSONAL LOAN,718-18-5348,229-296-7235,Norman Park,GA,2020-07-11,141072,663,697,57839.52
38696555,MORTGAGE,700-18-8230,239-447-4704,Pensacola,FL,2021-08-24,682894,762,784,239012.9
38696556,MORTGAGE,390-33-2696,218-529-5017,Zumbro Falls,MN,2019-10-15,189725,844,863,34150.5
38696557,CREDIT CARD,706-18-4541,236-687-8311,Haywood,VA,2019-12-13,56076,891,925,0.0
38696558,MORTGAGE,183-86-1111,304-653-8209,Salem,WV,2020-04-19,418414,774,788,192470.44
38696559,CREDIT CARD,430-99-4916,314-516-0729,Webb City,MO,2020-10-15,49336,702,718,11347.28
38696560,MORTGAGE,489-29-6191,479-921-5683,Newhope,AR,2019-08-16,180743,722,719,66874.91
38696561,CREDIT CARD,110-98-5973,262-887-0595,Three Lakes,WI,2021-01-16,78067,741,742,22639.429999999997
38696562,MORTGAGE,143-23-3737,209-551-7092,Richmond,CA,2018-05-24,115534,695,702,18485.44
38696563,MORTGAGE,442-29-6174,216-743-9827,Middleport,OH,2020-03-02,648659,697,712,265950.19
38696564,CREDIT CARD,014-94-6161,210-576-7871,Gatesville,TX,2021-03-25,27531,822,818,9085.23
38696565,PERSONAL LOAN,698-16-3485,252-769-8627,Raleigh,NC,2018-07-21,75915,845,857,13664.699999999999
38696566,CREDIT CARD,127-98-1394,225-591-4236,Abita Springs,LA,2021-05-02,77321,809,835,18557.04
38696567,CREDIT CARD,196-84-5527,218-535-0477,Spring Lake,MN,2020-07-09,64897,754,792,32448.5
38696568,CREDIT CARD,214-91-4290,240-506-8182,Bowie,MD,2020-12-01,54766,764,803,3285.96
38696569,MORTGAGE,177-86-2238,239-951-7137,Tampa,FL,2021-03-20,574292,669,671,51686.28
38696570,MORTGAGE,656-36-0533,215-396-2490,Southampton,PA,2021-08-24,729135,786,796,51039.450000000004
38696571,PERSONAL LOAN,761-12-1026,240-519-3654,Churchton,MD,2019-12-08,40140,727,777,3211.2000000000003
38696572,CREDIT CARD,725-18-3043,217-948-5718,Dupo,IL,2020-05-28,51836,873,913,9330.48
38696573,CREDIT CARD,478-43-4424,201-877-3351,West Berlin,NJ,2018-09-08,49601,837,842,18848.38
38696574,CREDIT CARD,279-15-0884,212-815-7207,Dresden,NY,2019-04-08,63293,683,674,6329.3
38696575,CREDIT CARD,184-86-0253,314-453-2835,Independence,MO,2018-06-28,65118,773,766,18884.219999999998
38696576,MORTGAGE,299-15-0668,212-863-2080,Westernville,NY,2018-09-24,279347,669,660,134086.56
38696577,CREDIT CARD,216-89-4268,209-714-6994,Rocklin,CA,2019-06-13,52408,693,694,8909.36
38696578,CREDIT CARD,040-15-0461,217-421-6239,Springfield,IL,2019-11-13,52451,706,728,25700.989999999998
38696579,PERSONAL LOAN,464-99-5323,314-315-3997,Steffenville,MO,2018-06-20,49501,667,698,2970.06
38696580,MORTGAGE,592-99-6192,210-736-1370,Voss,TX,2021-08-24,460621,704,733,9212.42
38696581,MORTGAGE,709-18-3023,210-553-0294,Gladewater,TX,2021-03-06,461932,858,892,207869.4
38696582,PERSONAL LOAN,503-45-0558,212-714-9937,Yulan,NY,2019-05-07,80257,688,699,19261.68
38696583,MORTGAGE,584-99-7881,201-512-5615,Vineland,NJ,2019-08-25,957409,693,724,0.0
38696584,CREDIT CARD,117-98-4426,215-280-0190,Newburg,PA,2021-01-07,31603,733,777,14221.35
38696585,CREDIT CARD,703-18-3976,262-814-7975,Kempster,WI,2019-07-12,26116,795,823,1305.8000000000002
38696586,MORTGAGE,215-91-0749,203-218-1154,Somersville,CT,2020-06-05,891533,804,815,427935.83999999997
38696587,MORTGAGE,362-39-4106,207-672-8668,Sebasco Estates,ME,2019-01-27,905486,694,740,153932.62000000002
